"from","to","weight"
"FUT4","CD44",600
"FUT4","ICAM1",434
"FUT4","CCL2",538
"FZD6","WNT7B",939
"SYN3","GRIN1",420
"SYN3","SNAP25",892
"SYN3","CPLX1",709
"SYN3","GRIA2",488
"SYN3","TIMP1",432
"MANEA","GRIN1",465
"CCL20","IGFBP3",511
"CCL20","TIMP1",651
"CCL20","MMP9",553
"CCL20","SPP1",433
"CCL20","CCL2",979
"CCL20","SOCS3",431
"CCL20","ICAM1",674
"TFEB","HMOX1",525
"COL20A1","DEPTOR",475
"COL20A1","COL24A1",540
"COL20A1","COL1A2",517
"COL20A1","COL7A1",477
"COL20A1","COL16A1",508
"COL20A1","COL13A1",581
"COL20A1","PLOD2",578
"COL20A1","COL18A1",467
"COL20A1","COLGALT1",509
"COL20A1","COL5A3",520
"COL20A1","COL21A1",501
"COL20A1","COL22A1",529
"COL20A1","P3H2",555
"COL20A1","COL28A1",585
"COL20A1","TDRD7",412
"COL20A1","ACAD10",418
"COL20A1","COL4A2",534
"COL20A1","KLHL31",426
"COL20A1","COL4A4",525
"COL20A1","COL14A1",532
"COL20A1","COL2A1",489
"COL20A1","COL8A1",554
"COL20A1","CNIH3",490
"COL20A1","P4HA1",433
"COL20A1","COL25A1",577
"COL20A1","ARSJ",448
"COL20A1","P4HA3",558
"COL20A1","PPIB",567
"COL20A1","COL1A1",497
"COL20A1","P3H3",503
"COL20A1","COL4A5",455
"COL20A1","SEC16B",422
"COL20A1","COL8A2",595
"COL20A1","P4HB",542
"COL20A1","COL3A1",504
"COL20A1","COL11A1",487
"COL20A1","P3H1",630
"COL20A1","COL17A1",523
"COL20A1","COLGALT2",579
"COL20A1","COL10A1",509
"COL20A1","COL6A1",535
"COL20A1","PLOD1",544
"COL20A1","SERPINH1",626
"COL20A1","CLUAP1",427
"COL20A1","CNIH1",502
"COL20A1","COL12A1",458
"COL20A1","RIC3",429
"COL20A1","P4HA2",435
"COL20A1","COL9A3",488
"COL20A1","COL4A1",481
"COL20A1","COL4A6",542
"COL20A1","COL6A6",526
"COL20A1","COL6A3",529
"COL20A1","COL5A2",480
"COL20A1","COL5A1",507
"COL20A1","COL19A1",492
"COL20A1","COL27A1",532
"COL20A1","COL11A2",519
"COL20A1","COL23A1",611
"COL20A1","PALMD",438
"COL20A1","COL4A3",465
"COL20A1","CRTAP",628
"COL20A1","COL9A2",516
"COL20A1","COL6A2",539
"COL20A1","COL15A1",466
"COL20A1","SLC35C2",831
"COL20A1","COL26A1",643
"COL20A1","COL9A1",547
"COL20A1","PLOD3",544
"VCP","TUBA1C",438
"VCP","ACTA2",455
"VCP","SERPINA1",605
"VCP","SNAP25",582
"VCP","VIM",779
"MYPN","FLNC",629
"TGFBR2","FN1",722
"TGFBR2","CCL2",416
"TGFBR2","COL1A2",518
"TGFBR2","FCGR2A",543
"TGFBR2","ITGA5",426
"TGFBR2","COL3A1",750
"TGFBR2","CD44",649
"TGFBR2","THBS1",522
"TGFBR2","VIM",414
"TGFBR2","COL1A1",667
"TGFBR2","COL5A1",421
"TGFBR2","COL5A2",404
"TGFBR2","SERPINE1",599
"TGFBR2","IGFBP3",602
"TGFBR2","MMP9",596
"TGFBR2","TIMP1",454
"TGFBR2","ACTA2",620
"TGFBR2","LUM",447
"MAP3K5","HMOX1",420
"MAP3K5","SOCS3",404
"AP2A1","GRIA2",546
"AP2A1","GRIA4",501
"AP2A1","MSN",524
"NAE1","SOCS3",499
"CACNA1G","GRIK2",624
"CACNA1G","CACNA1A",778
"CACNA1G","GABBR1",714
"KCNQ2","CACNA1A",734
"KCNQ2","GRIN1",452
"KCNQ2","ATP1A3",473
"KCNQ2","GRIA2",416
"KCNQ2","ABCC8",426
"KCNQ2","GABRD",529
"KCNQ2","GABRB3",620
"KCNQ2","KCNJ11",429
"CD163","TIMP1",421
"CD163","PLAUR",447
"CD163","MMP9",666
"CD163","FCGR2B",752
"CD163","HMOX1",631
"CD163","C1R",525
"CD163","MSR1",545
"CD163","THBS1",457
"CD163","CD44",447
"CD163","ICAM1",540
"CD163","FN1",601
"CD163","PLAT",564
"CD163","SOCS3",447
"CD163","CCL2",784
"CD163","SPP1",461
"CD163","FCGR2A",704
"KIRREL1","ACTN1",542
"ELAVL3","HES5",565
"ELAVL3","CCK",526
"ELAVL3","SNAP25",406
"MYOF","SERPING1",438
"MYOF","C1R",430
"SLC2A10","COL1A2",455
"SLC2A10","COL3A1",635
"SLC2A10","COL5A1",547
"SLC2A10","COL5A2",584
"SLC2A10","ACTA2",617
"H3C12","HMOX1",481
"H3C12","CCK",449
"H3C12","KCNJ11",438
"H3C12","MMP9",668
"H3C12","CCL2",425
"H3C12","FN1",455
"H3C12","CD44",434
"H3C12","THBS1",588
"H3C12","GADD45A",534
"XRCC6","FN1",468
"CD2AP","PDLIM4",900
"CD2AP","PDLIM1",559
"MYOZ1","ACTN1",804
"MYOZ1","FLNC",980
"PLXNB2","CD44",450
"TRPV6","SNAP25",501
"FGF17","MMP9",593
"FGF17","TIMP1",520
"FGF17","SERPINE1",486
"FGF17","ICAM1",474
"FGF17","HSPG2",947
"FGF17","CD44",874
"FGF17","THBS1",476
"FGF17","SPP1",520
"FGF17","FN1",798
"FGF17","BGN",601
"FGF17","CCL2",609
"FGF17","PLAT",495
"PCBP2","STEAP3",405
"PCBP2","HMOX1",494
"MFAP5","ACTA2",552
"MFAP5","COL6A2",490
"MFAP5","COL1A1",676
"MFAP5","LUM",502
"MFAP5","COL8A1",419
"MFAP5","COL3A1",631
"MFAP5","COL1A2",506
"MFAP5","BGN",441
"MFAP5","COL5A1",513
"MFAP5","COL5A2",559
"DNMT1","MMP9",439
"DNMT1","CCK",402
"DNMT1","VIM",523
"DNMT1","CD44",414
"DNMT1","GADD45A",634
"ATP6V1H","ATP6V1G2",981
"CPLX2","NRXN1",409
"CPLX2","TSNARE1",540
"CPLX2","CNIH2",539
"CPLX2","SNCB",584
"CPLX2","STX5",543
"CPLX2","STX17",720
"CPLX2","VAMP7",757
"CPLX2","VAMP2",971
"CPLX2","GAP43",425
"CPLX2","SNAP47",643
"CPLX2","STXBP5",711
"CPLX2","NAPG",540
"CPLX2","CKS1B",589
"CPLX2","SCRT1",413
"CPLX2","BET1L",540
"CPLX2","STX12",745
"CPLX2","STX2",667
"CPLX2","STX4",812
"CPLX2","SYNGR1",440
"CPLX2","STX1B",766
"CPLX2","KCNC1",477
"CPLX2","GRIN1",405
"CPLX2","SYT5",427
"CPLX2","STXBP1",553
"CPLX2","SNAP25",947
"CPLX2","BNIP1",720
"CPLX2","STX8",540
"CPLX2","SYN1",572
"CPLX2","VAMP1",747
"CPLX2","VAMP8",780
"CPLX2","STX18",540
"CPLX2","SYT7",481
"CPLX2","NSF",410
"CPLX2","BUB1B",437
"CPLX2","USE1",540
"CPLX2","UNC13A",518
"CPLX2","STXBP5L",627
"CPLX2","CPLX4",958
"CPLX2","VTI1A",592
"CPLX2","NEUROD1",584
"CPLX2","SYT2",520
"CPLX2","PACSIN1",475
"CPLX2","SNAP29",770
"CPLX2","STX1A",956
"CPLX2","RIMS1",450
"CPLX2","ANAPC1",764
"CPLX2","STX10",577
"CPLX2","CELF3",415
"CPLX2","VAMP3",801
"CPLX2","STX3",836
"CPLX2","NAPA",708
"CPLX2","GRIA2",459
"CPLX2","CPLX1",953
"CPLX2","SV2B",423
"CPLX2","STX19",591
"CPLX2","YKT6",540
"CPLX2","SNAP91",480
"CPLX2","STX7",573
"CPLX2","BET1",540
"CPLX2","RAB3A",596
"CPLX2","STX11",601
"CPLX2","GOSR1",563
"CPLX2","BUB1",424
"CPLX2","SYT4",556
"CPLX2","SYT1",839
"CPLX2","SYP",574
"CPLX2","SYN2",722
"CPLX2","STX6",748
"CPLX2","VTI1B",569
"CPLX2","SLC32A1",428
"CPLX2","CDC20",745
"CPLX2","GOSR2",720
"CPLX2","NEUROD2",902
"CPLX2","CPLX3",929
"CPLX2","NAPB",600
"CPLX2","VAMP4",705
"CPLX2","STX16",738
"CPLX2","SNX4",720
"CPLX2","",589
"CPLX2","SNAP23",819
"CPLX2","SEC22B",541
"HAND2","NPPA",622
"AKR1B10","HK3",819
"LRP10","HSPG2",586
"RYR1","GRIA4",419
"RYR1","CACNA1A",946
"COL18A1","LAMC1",793
"COL18A1","IGFBP3",649
"COL18A1","COL20A1",467
"COL18A1","COL5A1",568
"COL18A1","COL5A2",718
"COL18A1","COL6A3",539
"COL18A1","COL4A1",774
"COL18A1","SERPINE1",438
"COL18A1","COL6A2",718
"COL18A1","LUM",402
"COL18A1","PLAU",438
"COL18A1","MMP9",920
"COL18A1","TIMP1",541
"COL18A1","COL1A2",575
"COL18A1","F3",567
"COL18A1","SERPING1",433
"COL18A1","FN1",838
"COL18A1","BGN",709
"COL18A1","CCL2",418
"COL18A1","COL4A2",733
"COL18A1","COL8A1",650
"COL18A1","COL1A1",724
"COL18A1","HSPG2",894
"COL18A1","COL3A1",558
"COL18A1","ITGA5",825
"COL18A1","LAMB1",700
"COL18A1","THBS1",864
"PTPN22","FCGR2A",428
"MB","F3",507
"MB","HMOX1",660
"MB","NPPA",411
"MB","SERPINA1",416
"TEAD4","FN1",477
"SULF2","CD44",542
"SULF2","HSPG2",463
"P2RX4","BGN",568
"P2RX4","GRIN1",921
"HLA-DRB1","FCGR2A",434
"HLA-DRB1","VIM",932
"HLA-DRB1","FCGR2B",543
"AHNAK2","ACTN1",618
"KCTD8","GABBR1",543
"PYY","CCK",903
"CD300A","MSN",436
"CD300A","FCGR2A",472
"CD300A","FCGR2B",496
"SCNN1A","GRIK2",556
"ETS2","COL6A2",419
"ETS2","MMP9",404
"ETS2","COL6A3",402
"F8","SERPINE1",611
"F8","SERPINA1",621
"F8","GABRA3",481
"F8","PLAUR",586
"F8","PLAU",663
"F8","F3",942
"F8","PLAT",660
"F8","FN1",975
"F8","CFI",574
"MSN","SDCBP",430
"MSN","ICAM3",829
"MSN","RRBP1",509
"MSN","LAMP2",513
"MSN","PATJ",618
"MSN","CLTA",508
"MSN","RAC2",488
"MSN","CRB3",549
"MSN","NPM1",645
"MSN","CDH9",426
"MSN","TPM3",647
"MSN","HIP1",538
"MSN","PDZD8",504
"MSN","LGALS3",506
"MSN","AP2B1",566
"MSN","LRSAM1",492
"MSN","NF2",483
"MSN","SYTL5",411
"MSN","BIRC6",534
"MSN","RIPOR2",807
"MSN","MAPK8",534
"MSN","NCF1",705
"MSN","AP2M1",548
"MSN","PLS1",862
"MSN","VAV1",656
"MSN","PRKACA",544
"MSN","TJP1",653
"MSN","CALM3",598
"MSN","BCL11A",502
"MSN","ICAM2",901
"MSN","MAP2",406
"MSN","ERBB2",480
"MSN","RHOG",411
"MSN","AHNAK",490
"MSN","ENO1",636
"MSN","PRKACG",539
"MSN","EML4",528
"MSN","GSN",749
"MSN","MUC16",436
"MSN","TSG101",547
"MSN","CALML6",599
"MSN","PLCG1",614
"MSN","ADD3",501
"MSN","CALML3",598
"MSN","CASK",644
"MSN","ARHGAP18",440
"MSN","CTNNB1",730
"MSN","MPP1",589
"MSN","CANX",498
"MSN","SLC12A1",477
"MSN","LGALS4",477
"MSN","PPP1R12A",580
"MSN","PIP5K1B",418
"MSN","FASLG",508
"MSN","TPRN",813
"MSN","ACTN4",574
"MSN","GRXCR1",800
"MSN","NBEA",417
"MSN","CALML5",600
"MSN","STK24",461
"MSN","ANK2",684
"MSN","PRKAR1A",537
"MSN","ESPN",712
"MSN","PIK3R1",548
"MSN","SELPLG",793
"MSN","WASF2",401
"MSN","KLC1",538
"MSN","ADD2",500
"MSN","CTTN",531
"MSN","FRS3",503
"MSN","RHOA",899
"MSN","PLEK2",651
"MSN","EFHD2",457
"MSN","PTEN",704
"MSN","GOLGB1",491
"MSN","CRK",512
"MSN","IGSF8",636
"MSN","STK26",428
"MSN","WDCP",499
"MSN","PLEC",551
"MSN","CORO1A",515
"MSN","SNX31",523
"MSN","ACTG1",959
"MSN","ROCK2",698
"MSN","FLNB",646
"MSN","FYN",499
"MSN","RAB25",475
"MSN","CD151",470
"MSN","PTGFRN",590
"MSN","EPB41L3",627
"MSN","LIMK1",461
"MSN","ITGB1",601
"MSN","RDX",999
"MSN","GRXCR2",800
"MSN","NHERF2",908
"MSN","VCAM1",982
"MSN","MYO3A",542
"MSN","MACF1",534
"MSN","HCLS1",617
"MSN","FADD",504
"MSN","CRKL",478
"MSN","ALB",412
"MSN","MCAM",598
"MSN","EVL",413
"MSN","RANBP2",548
"MSN","SPTAN1",688
"MSN","AKAP10",417
"MSN","FAS",672
"MSN","MIP",486
"MSN","AKAP11",409
"MSN","PDPN",837
"MSN","ARHGDIG",429
"MSN","PIR",600
"MSN","NAT9",505
"MSN","IRS1",566
"MSN","STAT4",761
"MSN","ARF6",411
"MSN","AKT1",554
"MSN","SLC12A2",490
"MSN","STRN",574
"MSN","EGFR",716
"MSN","ACTA1",527
"MSN","ANXA1",417
"MSN","PPP1R16B",657
"MSN","TNFRSF1A",537
"MSN","LCP1",562
"MSN","DST",429
"MSN","JTB",439
"MSN","RAB11FIP2",491
"MSN","CAPN2",562
"MSN","TKT",439
"MSN","VCAN",435
"MSN","PPM1B",527
"MSN","TRIOBP",524
"MSN","AP2S1",511
"MSN","PARD3",414
"MSN","SLC9A1",997
"MSN","ANO1",550
"MSN","TLN2",748
"MSN","PFN3",431
"MSN","MYO7A",896
"MSN","TLN1",718
"MSN","PTK2",586
"MSN","ESPNL",525
"MSN","EPB41L1",827
"MSN","CDH1",507
"MSN","LRRK2",952
"MSN","CDH17",448
"MSN","ATIC",666
"MSN","SPN",970
"MSN","CRB1",659
"MSN","FSCN2",811
"MSN","ANXA2",619
"MSN","CAPZA1",610
"MSN","TRAF3IP3",447
"MSN","EPS8L2",603
"MSN","RAB5A",421
"MSN","EGF",423
"MSN","SQSTM1",543
"MSN","PRKACB",539
"MSN","HSPA4",450
"MSN","SRC",748
"MSN","FERMT1",500
"MSN","ITGB2",458
"MSN","CAPZB",612
"MSN","DSP",583
"MSN","DCTN1",718
"MSN","TAGLN2",472
"MSN","TP53",414
"MSN","RHOC",450
"MSN","VASP",802
"MSN","SPP1",536
"MSN","NFE2L2",401
"MSN","STAT3",665
"MSN","RAB11A",795
"MSN","CRB2",589
"MSN","AKAP8",412
"MSN","CD300LB",426
"MSN","SH3PXD2A",465
"MSN","TFG",616
"MSN","STARD13",537
"MSN","PRX",486
"MSN","WASL",688
"MSN","CASP10",454
"MSN","EPB41",591
"MSN","STK10",559
"MSN","RPSA",499
"MSN","ACTN1",432
"MSN","RAB11FIP1",451
"MSN","IQGAP1",405
"MSN","FSCN1",449
"MSN","MYO3B",520
"MSN","NFASC",584
"MSN","MPO",478
"MSN","AP2A2",504
"MSN","RILP",674
"MSN","MYO15A",773
"MSN","WAS",601
"MSN","KIF5B",567
"MSN","PODXL",576
"MSN","ALK",577
"MSN","FN1",739
"MSN","PLEK",749
"MSN","ANK3",742
"MSN","SYNM",423
"MSN","CARS1",573
"MSN","CDH10",402
"MSN","CLIC5",841
"MSN","BID",461
"MSN","PALS1",641
"MSN","CASP8",509
"MSN","LMO7",522
"MSN","L1CAM",761
"MSN","RHOB",451
"MSN","SNX17",484
"MSN","FLNA",834
"MSN","FRS2",503
"MSN","SNX27",450
"MSN","PPL",687
"MSN","GLDN",418
"MSN","SYTL1",408
"MSN","CD93",690
"MSN","TWF2",620
"MSN","PFN4",426
"MSN","HRAS",535
"MSN","PRKCE",907
"MSN","ARHGDIA",800
"MSN","ICAM5",524
"MSN","EEF1G",526
"MSN","CD9",447
"MSN","GAS2",506
"MSN","WHRN",727
"MSN","GAPDH",625
"MSN","POTEF",528
"MSN","CFL2",646
"MSN","EIF2AK3",528
"MSN","ACTB",975
"MSN","ANK1",668
"MSN","GRB2",809
"MSN","MAP4K4",622
"MSN","MYH9",941
"MSN","DLG1",627
"MSN","VIM",484
"MSN","PXN",765
"MSN","NHERF1",999
"MSN","CAV1",457
"MSN","PTK2B",407
"MSN","TPM4",655
"MSN","PALLD",474
"MSN","CD81",495
"MSN","BCL2",508
"MSN","CFL1",769
"MSN","CD46",985
"MSN","TWF1",821
"MSN","PECAM1",570
"MSN","ICAM1",991
"MSN","EPS8",640
"MSN","PPP1CB",543
"MSN","SPTBN1",654
"MSN","NCF4",654
"MSN","SLC9A3",709
"MSN","",444
"MSN","SELL",863
"MSN","RAB11FIP3",479
"MSN","SEC31A",631
"MSN","ROCK1",521
"MSN","SCIN",497
"MSN","XIRP2",805
"MSN","DLG4",505
"MSN","SLC12A5",412
"MSN","WDR1",476
"MSN","PJVK",499
"MSN","CAPZA2",606
"MSN","TSC1",637
"MSN","CD44",996
"MSN","BCAR1",560
"MSN","PPFIA1",407
"MSN","LAYN",513
"MSN","MYL12B",450
"MSN","TNFRSF10B",475
"MSN","FERMT3",522
"MSN","ACTR2",412
"MSN","CD300A",436
"MSN","SPAM1",410
"MSN","CALR",433
"MSN","FERMT2",450
"MSN","FLNC",642
"MSN","TSPAN33",465
"MSN","PPFIBP1",536
"MSN","VCL",951
"MSN","SDC2",912
"MSN","GCC2",508
"MSN","MYO1C",824
"MSN","AP2A1",524
"MSN","ERMN",698
"MSN","JAK2",573
"MSN","GIPC1",467
"MSN","CALML4",600
"MSN","PFN1",523
"MSN","SRGN",553
"MSN","EZR",999
"MSN","SYK",745
"MSN","ADD1",680
"MSN","BRCA1",599
"MSN","SHC1",601
"MSN","TPR",509
"MSN","NCF2",493
"ATP2B2","CACNA1A",466
"ATP2B2","SNAP25",503
"ATP2B2","CPLX1",424
"ATP2B2","ATP1A3",437
"MYLK","MYL9",989
"MYLK","COL1A2",462
"MYLK","ACTN1",471
"MYLK","COL1A1",460
"MYLK","ACTG2",856
"MYLK","COL3A1",625
"MYLK","COL5A2",465
"MYLK","COL5A1",472
"MYLK","ACTA2",890
"CLDN7","MMP9",447
"CLDN7","FN1",474
"CLDN7","CD44",894
"CLDN7","VIM",515
"CLDN7","ICAM1",406
"MAP2","SNAP25",609
"MAP2","PLAT",487
"MAP2","MSN",406
"MAP2","HSPG2",457
"MAP2","GRIN1",486
"MAP2","GRIA2",515
"NRP2","ITGA5",631
"MYH10","ACTA2",959
"MYH10","ACTG2",941
"MYH10","VIM",517
"MYH10","ACTN1",513
"MYH10","MYL9",996
"SULT1A4","F3",588
"SULT1A4","PLAT",507
"SULT1A4","SERPINE1",475
"PLEKHG4","CACNA1A",608
"COL4A2","LAMC1",814
"COL4A2","MMP2",783
"COL4A2","COLGALT2",832
"COL4A2","COL10A1",823
"COL4A2","ITGB7",694
"COL4A2","ADAMTS7",579
"COL4A2","COL6A1",810
"COL4A2","AGRN",725
"COL4A2","NCAM1",563
"COL4A2","SERPINH1",880
"COL4A2","PBRM1",409
"COL4A2","DCN",457
"COL4A2","PLOD1",787
"COL4A2","POSTN",497
"COL4A2","COL20A1",534
"COL4A2","MSR1",823
"COL4A2","LAMB3",465
"COL4A2","SERPINA3",451
"COL4A2","LEFTY1",407
"COL4A2","NOTCH3",471
"COL4A2","COL4A1",999
"COL4A2","COL9A3",483
"COL4A2","P4HA2",554
"COL4A2","APOLD1",407
"COL4A2","COL12A1",757
"COL4A2","MMP14",438
"COL4A2","LAMA4",798
"COL4A2","ITGB4",827
"COL4A2","COL6A6",492
"COL4A2","COL6A3",792
"COL4A2","THBS2",679
"COL4A2","COL4A6",624
"COL4A2","COL5A1",872
"COL4A2","F10",658
"COL4A2","COL5A2",909
"COL4A2","KTN1",428
"COL4A2","COL19A1",498
"COL4A2","ITGA11",775
"COL4A2","COL27A1",770
"COL4A2","LOX",504
"COL4A2","CALD1",455
"COL4A2","COL23A1",553
"COL4A2","C1QTNF1",470
"COL4A2","COL11A2",496
"COL4A2","HTRA1",402
"COL4A2","ATP2C2",412
"COL4A2","LAMA2",688
"COL4A2","COL4A3",820
"COL4A2","ITGB6",717
"COL4A2","IGBP1",575
"COL4A2","ITGA7",769
"COL4A2","ITGB1",776
"COL4A2","SDC1",721
"COL4A2","LAMB2",492
"COL4A2","FKBP9",463
"COL4A2","ITGA2",765
"COL4A2","COL9A2",497
"COL4A2","CRTAP",583
"COL4A2","DAB2",459
"COL4A2","ACTA2",442
"COL4A2","LUM",659
